business_id,categories,cat,name
BxNhwgVNi2qsAco8388h5A,"Restaurants, Salad, Sandwiches, Pizza",Sandwiches,OG Original Geno's
BXXWkpev5ONu0HpeLVC8Jw,"Tex-Mex, Mexican, Restaurants, Fast Food",Mexican,Taco Bell
BYgzCvjyvBe1_CQPaRsXoQ,"Seafood, Restaurants, Mexican",Mexican,Mariscos Fily
byWNAuUrvmGTLkbJpXe4iA,"Restaurants, Nightlife, Cocktail Bars, Steakhouses, Bars, Barbeque, American (Traditional)",American,Bobby Q - Biltmore
bZaVMkkaXFc0xpnOkacWsg,"Pizza, Restaurants",Italian,Gino's Pizza
BzgeGVOPetKDcgv9FCbpkw,"Chinese, Restaurants, Fast Food",Chinese,Panda Express
BZhmsHFyyj_mKkBdPvIgAw,"Delis, Restaurants, Sandwiches",Sandwiches,Port of Subs
C-cvl8Mf2vpxHwUon3sVGg,"Food, Event Planning & Services, Restaurants, Caterers, Mexican",Mexican,Caramba Mexican Food
c03VRRVMplkYyUQJSfT03A,"Burgers, Coffee & Tea, Breakfast & Brunch, Food, Restaurants",Burgers,Black Mountain Coffee Shop
c0exbGNQvCDJZLorPeYY7Q,"Food, Coffee & Tea, Bars, Wine Bars, Nightlife, Cafes, Restaurants",Cafes,The Refuge Cafe
C2od1RCSQjTqxNyImReEBQ,"Steakhouses, Restaurants, American (Traditional), Sandwiches",Sandwiches,Joe's Philly Steak & More
c33m1IMz1N7S1-sqTbsqRA,"Italian, Restaurants, Sandwiches, Pizza",Sandwiches,Ray's Pizza
C3gKBIsZKR3bp43BbOu8qA,"Restaurants, Thai",Thai,Thai Rama
caBiQN3OwW4P3hfUFm2vQw,"Fast Food, Restaurants, Chinese",Chinese,Panda Express
CaF9FC8GEBfDDbptPgkgBw,"American (Traditional), Steakhouses, Burgers, Bars, Nightlife, Sports Bars, Restaurants, Chicken Wings",Sports Bar,Applebee's Grill + Bar
cbbidA4huw2XQQWlmbUQgw,"Mexican, Restaurants",Mexican,Cervantes Restaurant
cC4_BKJARFbGu0I25K_Sww,"Restaurants, Coffee & Tea, Food",Coffee N Tea,The Coffee Bean & Tea Leaf
CcTvk2-unBwmAZmU3PlKww,"Delis, Sandwiches, Restaurants",Sandwiches,Port of Subs
cCV0q8VV5RZIfcvolWXlBQ,"Mexican, Restaurants, Fast Food, Tex-Mex",Mexican,Taco Bell
Cd2ERofxOeCbCi-0yDs0aw,"Mexican, Restaurants, Fast Food",Mexican,Maria's Frybread & Mexican Food
cdu8bhLaZ6oVYxnK65FPzw,"Food, Juice Bars & Smoothies, Coffee & Tea, Breakfast & Brunch, Nutritionists, Restaurants, Health & Medical",Coffee N Tea,Feel Good Nutrition
Cdywb13_07M1_g3U85VKTA,"Cantonese, Restaurants, Buffets, Chinese, Food, Asian Fusion",Chinese,Hong Kong Asian Diner
CElwRv4CtK56NljAuCwepw,"Sandwiches, Pizza, Food, Restaurants, Italian",Sandwiches,Babbo Italian Eatery
cezXueCCEUYphNJ_jl9PhQ,"Restaurants, Burgers, Fast Food",Burgers,Carl's Jr.
CFyPbqZaxoBTjOmVjSn_8Q,"Restaurants, American (Traditional), Mexican",Mexican,Sonora Taco Shop
Cg2h2Cn_yEs06NZP-3QQtg,"Sandwiches, Salad, Italian, Restaurants, Pizza",Sandwiches,Palermos Pizza
CgCp4FAVXFnEuDavxicrfQ,"Restaurants, Chicken Wings, Buffets, Pizza",Italian,Peter Piper Pizza
CGd8erq6Ojn834pQ0gpRqA,"Fast Food, Restaurants, Noodles, Japanese",Japanese,Yoshi's Restaurant
CGgUHkAKU0QBsdGvXxfMuw,"Restaurants, Chinese",Chinese,Mister Wong
cHdJXLlKNWixBXpDwEGb_A,"Caribbean, Szechuan, Mexican, Restaurants, Chinese, New Mexican Cuisine, Asian Fusion, Latin American",Mexican,Chino Bandido
CHrAzFjnUHhrxu2Q8UgnsA,"American (New), Nightlife, Sports Bars, Bars, American (Traditional), Restaurants",Sports Bar,NPX - A Neighborhood Joint
CI6gEOiOQ5ps0oMUhgmKRg,"Gastropubs, Restaurants, Soul Food, Comfort Food, American (New)",American,The Liberty Kitchen
CiGvnoHtvvzra2RB23lNpQ,"Fast Food, Tex-Mex, Restaurants, Mexican",Mexican,Taco Bell
cJjUslSTMtUU2lG8BKCX6A,"Restaurants, Mexican",Mexican,Filibertos Mexican Food
cJTziG8b7bW-FSvgFeLi_Q,"Fast Food, Restaurants, Sandwiches, Delis",Sandwiches,Jersey Mike's Subs
cJzv3fbd7jL2ZHyFosFkOw,"Restaurants, Mexican, Chinese, Seafood",Mexican,King Wong Chinese Food
ckJdH2F-T2r0AnPHrlIGvw,"Burgers, Coffee & Tea, Food, Restaurants, Fast Food",Burgers,McDonald's
CKoDbOpF_CSyy6_lttqjKg,"Bars, Restaurants, American (Traditional), Nightlife, Sports Bars, American (New)",Sports Bar,Twin Peaks
cKRMmytHxaSt8F0SMEzKqg,"Soup, Event Planning & Services, Caterers, Mexican, Salad, Restaurants",Mexican,Manuel's Mexican Restaurant & Cantina - Bell Rd
Cl5PHhHfOzimUTCWjC5yNA,"Food Delivery Services, Restaurants, Food, Pizza",Italian,Hungry Howie's Pizza
cLeH08WoBoozrRco89i9Nw,"American (New), Restaurants",American,Let's DO Lunch
CMCAZVvZlP0ztWo6fhwnGg,"Food, Cafes, Bakeries, Restaurants",Cafes,Kneaders Bakery and Cafe - Tempe
CmgNyXaBPsn6hLLtWPL_qg,"Food, Juice Bars & Smoothies, Gluten-Free, Restaurants, Acai Bowls",Juice Bars,Berry Divine Acai Bowls
Cml4Yt5cTx64cOManHe-Gw,"Chicken Wings, Restaurants, Pizza, Sandwiches",Sandwiches,Domino's Pizza
cMoAyO10kXgzNEGSnUUjCA,"Restaurants, Food, Cafes, Coffee Roasteries, Sandwiches, Breakfast & Brunch, Coffee & Tea",Cafes,Grinders Coffee
cnfYugAYBFKgwDCTAVdViA,"Restaurants, Mediterranean, Vegetarian, American (New)",Mediterranean,Pita Jungle
cNKz8nAMpOGl-i0hH-h1JA,"Fast Food, Chinese, Restaurants",Chinese,Panda Express
CNRXPwmj5EvSNdXnOXcpJg,"Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Vegan, Restaurants, Food",Vegan,Desert Swirl Frozen Yogurt
CNx_ie_OvjJHZLZ6yEO8UA,"Indian, Restaurants",Indian,Mantra Indian Cuisine
CNXAVovX19R5GUNVO4_GzA,"Restaurants, Burgers, Coffee & Tea, Fast Food, Food",Burgers,McDonald's
cO3m54wXVDJW8ryy_2wpBQ,"Restaurants, Food, Ice Cream & Frozen Yogurt, Shaved Ice, Mexican",Mexican,Antojitos Mi Pueblo
CO8MpD1bSkBPArXKBKkIfA,"Comfort Food, Asian Fusion, Salad, Chinese, Sandwiches, Japanese, Soup, Food, Specialty Food, Italian, Pasta Shops, Noodles, Restaurants, Fast Food",Chinese,Noodles & Company
CopCF0_RumhBLIIB7eNyxA,"Restaurants, American (New), Bars, Nightlife",American,27th Ave Bar n Grill
Cp-clhAJs3NJRwXpXk_saw,"Nightlife, Restaurants, Lounges, Dive Bars, Pubs, Wine Bars, Beer Bar, Bars, Sandwiches",Sandwiches,The Whining Pig-Phoenix
Cp7JVPbO5Vv_huCBxLtXWQ,"Fast Food, Food, Burgers, Coffee & Tea, Restaurants",Burgers,McDonald's
cpT-N40nSB_0U7QREFzCwA,"Asian Fusion, Restaurants, Soup, Vietnamese, Noodles",Vietnamese,Pho Vn Vietnamese Cuisine
cq6SQkWKVT3TH-6YzGFn4g,"Mediterranean, Restaurants, Greek, American (Traditional)",Mediterranean,George's Famous Gyros & Pasta
CQDJ2y9sLxc0HfwNO5R3Ew,"Vietnamese, Coffee & Tea, Restaurants, Food, Desserts",Vietnamese,Pho Avina
cQNGkOyCvnIqs78vO8SGJQ,"Nightlife, American (New), Bars, Restaurants, Lounges",American,Compass Arizona Grill
CQokoa1vN8j6OP7dyizJDw,"Tex-Mex, Mexican, Fast Food, Restaurants",Mexican,Chipotle Mexican Grill
CqsJjzullOVp29m0l__k5Q,"Restaurants, Salad, Soup, Thai",Thai,Thai Long-An
Crhm6oKCj7raPlakwltbVQ,"Poke, Sushi Bars, Food, Seafood, Hawaiian, Restaurants",Seafood,Ahipoki - Tempe
CRLvROAjgX-aKI7VIfPLFg,"American (New), Restaurants, Mediterranean, Vegetarian",Mediterranean,Pita Jungle
CRVtzesMuwHK-phmS_ojaA,"Pizza, Italian, Restaurants, Chicken Wings",Italian,Venezia's New York Style Pizzeria
cs1qJvnWUg_f8g020z_3PQ,"Tapas/Small Plates, Italian, Pizza, Restaurants",Italian,Pizzeria Bianco
Cs8YvyehNELsgOsf5Us4Dg,"Soup, Buffets, Japanese, Sushi Bars, Restaurants, Salad",Japanese,Sakura Sushi
Ct4daXJf_1yzJukZJeq33Q,"Restaurants, Food, Sandwiches, Breakfast & Brunch, Coffee & Tea",Sandwiches,Lucy's Fountainhead Cafe
CTCD7noPctNFWROCL8ppSQ,"Restaurants, Cafes, Breakfast & Brunch, American (New), American (Traditional)",Cafes,Biscuits Cafe
cTJjTKz2huGZ-ElScC2pSw,"Restaurants, Nightlife, Bars, Breakfast & Brunch, Pubs, Food, American (New), Beer, Wine & Spirits",American,Windsor
cTZmf7B-4yciMc1WKiCVOA,"Burgers, Soul Food, Restaurants, American (Traditional), Bars, Diners, Nightlife",American,Welcome Diner
cUGyI6ZrMXOAMn5EIiHhtw,"Sandwiches, Salad, Restaurants, Breakfast & Brunch",Sandwiches,Modern Market Eatery
CuHYFYUFT5PrVqGj0a4_8Q,"American (Traditional), Burgers, Breakfast & Brunch, Restaurants, Salad",American,Village Inn
CUivTcULsu5MJIYYNVm1zw,"Sushi Bars, Japanese, Restaurants",Japanese,Hana Japanese Eatery
CUn59grUqyROxhSyfjjhHw,"Restaurants, Mexican",Mexican,Filiberto's Mexican Food
CV0knwCFA-x-8jJHot6Few,"Restaurants, American (Traditional), Caterers, Mediterranean, Event Planning & Services, Greek",Mediterranean,Good Fellas Grill
CV5AxpIjYl49HCdC3KkGyg,"Burgers, Fast Food, Restaurants",Burgers,Burger King
CVrySTnC86omXXAm0GJMyA,"Fish & Chips, Cocktail Bars, Mexican, Seafood, Bars, Restaurants, Nightlife",Mexican,Mariscos Ensenada
cvu61K0_g7ZIpaEPCiaNcA,"Korean, Restaurants, Sushi Bars, Barbeque",Barbeque,Seoul BBQ & Sushi
CWlQcOcpSMRrHeaZkWoeJA,"Steakhouses, Bars, Seafood, Sports Bars, American (Traditional), Nightlife, Restaurants",Sports Bar,Black Angus Steakhouse
CXAC3Pfo7jaEciXZ2Bjgow,"Delis, Fast Food, Soup, Sandwiches, Restaurants, Salad",Sandwiches,Potbelly Sandwich Shop
cXgXRqB40CGHEMKQgxLDTg,"Italian, Salad, Restaurants, Pizza",Italian,Fired Pie
cxlxJpw_vTzw7bXJq6Dbsg,"Steakhouses, Restaurants",Steakhouses,Outback Steakhouse
CxtzsoASybpq3afGYu4LYg,"Pizza, Fast Food, Restaurants, Delis, Sandwiches",Sandwiches,Jimmy John's
Cy46zHlSVkCGZRpaHwlkVA,"Bars, Nightlife, Hookah Bars, Lounges, Middle Eastern, Restaurants, Cafes",Cafes,Alibaba Hookah Lounge
cz5vz-893D3LNH3TMQYR1w,"Bars, American (New), Restaurants, Nightlife",American,Bliss Rebar
CzGHuG34OdBugbMLAqi9Sg,"Japanese, Restaurants",Japanese,Samurai Sam's
D-EUh2YgvWGNyhg4mJQcHg,"American (Traditional), Restaurants, Steakhouses, Barbeque",American,Hole-in-the-Wall
d_q4avZYM1sOlQP7noJKVg,"Restaurants, Mexican, Hot Dogs",Mexican,El GÃƒÂ¼ero Canelo
D0VxKGcR19vKkoycyrNrHQ,"Chicken Wings, Restaurants, Pizza, Sandwiches",Sandwiches,Domino's Pizza
d1_Ko1DQ4QyB9BjnCFjVLw,"Seafood, Restaurants, Pizza, Italian",Italian,Cucina Tagliani
d1g99-npBycSRnz9ZiKhrQ,"Fast Food, Sandwiches, Restaurants",Sandwiches,Subway
D3dAx-QW_uuClz4MambeHA,"Food, Shopping, Coffee & Tea, American (New), Flowers & Gifts, Grocery, Sandwiches, Restaurants, Pizza, Bakeries, Breakfast & Brunch",Sandwiches,La Grande Orange
D3E-h3moTngDIoNHeHAjOg,"Restaurants, Buffets",Buffet,Blue Pacific Super Buffet
d3FAxA8Su34pGHjaIcl5lw,"Mexican, Restaurants",Mexican,Filiberto's Mexican Food
D4xv7_wwYpZEZar4DwwYYQ,"Restaurants, Food, Burgers",Burgers,Lucky Boy Burger Shop
d6kfTFKpKJX93qAEPhBGAg,"Restaurants, Food Stands, Hot Dogs",Fast Food,Lupita's Hot Dogs
D7-T6DRpjApGNBQZ3Hq-fQ,"Mexican, Burgers, Restaurants, Breakfast & Brunch",Mexican,Pocho's
D8PSQ9cSzf2VCkH0ELaR4A,"Pizza, Italian, Restaurants",Italian,Barro's Pizza
da_QOspls2XoU5AZ6QNcww,"Caterers, Salad, Event Planning & Services, Restaurants, Seafood, Mexican",Mexican,Rubio's
DaVTuhzi6EgWStb2eAjNjA,"Cafes, Cocktail Bars, Mexican, Nightlife, Breakfast & Brunch, Food, Restaurants, Bars, Coffee & Tea, Beer, Wine & Spirits",Cafes,Presidio Cocina Mexicana
db12Hn9hdoE-Ne4_NsVKSw,"Latin American, Tacos, Restaurants, Vegetarian, Tex-Mex, Mexican",Mexican,Taco Shack
dc6sPg9kNliz_Cy2yX19tw,"Sushi Bars, Restaurants, Japanese",Japanese,Shogun
DCneGyZ5H_uxliaMHI0lYg,"Restaurants, Indian, Fast Food",Indian,Wraps N Curry
dCX6CvWGn8oiPSD_yxrm0Q,"Restaurants, Chinese",Chinese,China Jade
DD4d-8-DjnnXBE7lJ6w92A,"Food, Food Delivery Services, Pizza, Restaurants, Cheesesteaks",Italian,Spacoli's Pizza and Wings
dD6JQo5tCNtOtauaLaT0sg,"Sports Bars, Bars, Pizza, Restaurants, Food, Nightlife, Breweries",Sports Bar,Oggi's Sports Brewhouse Pizza
dDg3KTDzaizX-X3xtXJjvQ,"Pizza, Italian, Chicken Wings, Restaurants, Sandwiches",Sandwiches,Domino's Pizza
DdlJsYusOm6iudcm77CPxA,"Sandwiches, Italian, Restaurants, Pizza",Sandwiches,Streets of New York
dDZqtA1me453GrMtpcpYOQ,"Delis, Sandwiches, Food, Fast Food, Food Delivery Services, Restaurants",Sandwiches,Jimmy John's
DE_ctc1KSo7937A-kVBsEQ,"Restaurants, Cafes, Bakeries, Desserts, Food, Sandwiches",Cafes,Kneaders Bakery & Cafe
DEeGnshpgUOIOjhq_dd5Ug,"Sushi Bars, Restaurants, Ramen, Japanese",Japanese,DOZO Izakaya
DF6kMTHYuKKME_00AinR-w,"Salad, Restaurants, Breakfast & Brunch, Sandwiches",Sandwiches,Even Stevens Sandwiches
dfIOWP4XtC_jnRdKjWVVdA,"Delis, Restaurants, Sandwiches",Sandwiches,Port of Subs
dg5cg298SXZVMo4ZEwSUtg,"Desserts, Juice Bars & Smoothies, Restaurants, Food, Gelato, Ice Cream & Frozen Yogurt",Juice Bars,The Gelato Spot
dGb8W42bi3ecRGK_I7pk0Q,"Tacos, Restaurants, Seafood, Mexican",Mexican,Las Cazuelas Mexican & Seafood Restaurant
DgHXVoAZ4XzbcQMahuJCbw,"Comfort Food, Caterers, Grocery, Restaurants, Event Planning & Services, American (Traditional), Breakfast & Brunch, American (New), Southern, Salad, Food, Desserts",American,Cracker Barrel Old Country Store
dgtPyWPSFiINs6GJZjS4Cg,"Restaurants, Chinese",Chinese,New Silver Dragon
dgX1n9SuzAGuHEVCW5QoPA,"Sandwiches, Restaurants, Fast Food, Delis",Sandwiches,Quiznos
DGXbfl2cE8MjkjTac2r3xA,"Restaurants, Mediterranean, Middle Eastern, American (Traditional)",Mediterranean,ZeeZ Grill
dhaSDuAoZI0K3hp8aU7otQ,"Italian, Nightlife, Bars, Wine Bars, Restaurants",Italian,Dolce Vino Wine Bar Italian Cuisine
dHmLezNmX-VW8_Hfryv5tA,"Mexican, Restaurants",Mexican,Taqueria El Guerrerense
dHTGzM4_3kKEiQvab9mi9A,"Chinese, Restaurants",Chinese,Panda Garden
DHwG62oZACWX80Y74m1cyw,"Fast Food, Restaurants, Pizza",Italian,MOD Pizza
dIA4aUlrRHthZDH5oqwuvg,"Breweries, Restaurants, Bars, American (New), Food, Nightlife",American,Gordon Biersch Brewery Restaurant
dimv16yFu0JXR1n1SAqedQ,"Buffets, Lebanese, Specialty Food, Middle Eastern, Mediterranean, Food, Beer, Wine & Spirits, Restaurants, Ethnic Food, Vegetarian",Mediterranean,Mijana
Dj4AepxMBS-5DUvPegSb2g,"Mexican, Restaurants",Mexican,Gorditas Lily
DjvpsmdtEvnyMk2vXxpc-w,"Arts & Entertainment, American (New), Restaurants, Beer, Wine & Spirits, Wine Bars, Bars, Italian, Cocktail Bars, Breakfast & Brunch, Food, Nightlife, Burgers, Music Venues, Lounges, Mediterranean",Mediterranean,Pier 54
DkNJFy9cEM606nsgfs494g,"Fast Food, Restaurants, Food, Ice Cream & Frozen Yogurt",Fast Food,Dairy Queen
DKusRJUxgsye1cdrlGgQOg,"Restaurants, Vegetarian, Pakistani, Vegan, Indian",Indian,Udupi
DL7V1_chkWkZtyG4_xNYfw,"Fast Food, Gluten-Free, Thai, Restaurants, Asian Fusion, Chinese, Korean",Chinese,Pei Wei
DLcgZ180-gdPsHoU78xQDw,"Restaurants, Diners, Breakfast & Brunch",Breakfast N Brunch,Joe's Diner
DmLGiQ4zR1-FTS52K9_rbw,"Restaurants, American (New), Breakfast & Brunch, Sandwiches, Burgers, American (Traditional)",Sandwiches,IHOP
DMyoxEaTGTakZxWgh1D5bw,"American (New), Wine Bars, Gluten-Free, Nightlife, Bars, Restaurants, Seafood, Vegetarian, American (Traditional)",American,Seasons 52
dnB7SD38_lwiC9E-BJxq-Q,"Bakeries, Specialty Food, Food, Comfort Food, Restaurants, American (New), Event Planning & Services, Cafes, Caterers",Cafes,Squarz Bakery & Cafe
dnBQZpWTyJzTe0QJf7YK5w,"Nightlife, Chicken Wings, Sports Bars, Bars, Burgers, Dive Bars, Restaurants",Sports Bar,Harvey's Wineburger
do6yub0lpn-vRF08Yhi3aQ,"Restaurants, Seafood, Mexican, Latin American",Mexican,Mariscos Acapulco
Do72DKBclgkSPt6jZ9-c4Q,"Pubs, Nightlife, American (New), Bars, American (Traditional), Chicken Wings, Sports Bars, Restaurants",Sports Bar,Native Grill & Wings
doNFUrUKx99ajM5NI-XdsQ,"Restaurants, Sandwiches, Chicken Wings, Pizza",Sandwiches,Domino's Pizza
dPFGRDC3Hsi1mDKxvKz_9Q,"Wine Bars, Cocktail Bars, American (New), Restaurants, Bars, Nightlife, Lounges",American,MercBar
DpSuDR5AT7DF0QZhNUD2Aw,"Food, Ice Cream & Frozen Yogurt, Fast Food, Restaurants, Burgers",Burgers,Freddy's Frozen Custard And Steakburgers
dpywCoS-f8HcBiSTNcMJrw,"Food, Coffee & Tea, Restaurants, Burgers, Fast Food",Burgers,McDonald's
dq4c_0btrrdcz_Nq6RV02g,"Restaurants, Bars, Nightlife, Pubs, Burgers, Sports Bars, Sandwiches",Sports Bar,Cactus Tavern
dQ8kST_dfWcZVcLlIk7yRA,"Burgers, American (Traditional), Nightlife, Restaurants, Sports Bars, Bars",Sports Bar,Kimmyz Tatum Point
dqeUvrlMxTAk0VL2n1ukaw,"Restaurants, Chinese, Food, Nightlife",Chinese,New Asian Star
dQQ8Qb0K5U97qkcLCZkkWQ,"Burgers, Restaurants, American (Traditional)",American,Fuddruckers
dQrDogW_V4fB83vTTAP5eA,"Brewpubs, Czech, Breweries, Beer Bar, Food, Nightlife, Restaurants, Pubs, Bars",Czech,Dubina Brewing
dQtAC58AB8qpiDPs3FAoWQ,"Vegan, Pizza, Restaurants, Gluten-Free, Italian",Vegan,Picazzo's Healthy Italian Kitchen
Dqzkdf0sz8lm9AFjfsDmIw,"Restaurants, Steakhouses, Nightlife, Seafood, Bars",Seafood,The Keg Steakhouse + Bar
dR3HS1tLVo53KO7F8BF6og,"Restaurants, Seafood",Seafood,Taylor's Chowder House
drIFrAyZnyismS1ArZlmAg,"Vietnamese, Vegetarian, Restaurants, Chinese, Sandwiches, Vegan",Chinese,Loving Hut
drpzuRdT2xZql-wJhTC3gg,"Fast Food, Restaurants, Mexican, Tex-Mex",Mexican,Chipotle Mexican Grill
DS0E9qEyVTyV_BGWoPgjGQ,"Japanese, Restaurants",Japanese,Kyoto Bowl
dSEcQPPUlATxZf5pvN_t5Q,"Italian, Restaurants, Event Planning & Services, Caterers, Pizza",Italian,Red Devil Italian Restaurant & Pizzeria
dSoolLx5E5c6FpWxVLfMrg,"Food Stands, Tacos, Mexican, Food Trucks, Restaurants, Food",Mexican,La Carreta Taco grill
dThrFTK_bqo1woPvUgY70g,"Bars, American (New), Restaurants, Cocktail Bars, Pizza, Italian, Breakfast & Brunch, Nightlife",American,Pomelo
DU2btqXJkYR1_V3ix_bb2g,"Pizza, Restaurants",Italian,Pizza Patron
du9_QFb75sxzKnLLQwSkMw,"Restaurants, Food, Fast Food, Burgers, American (New)",American,Five Guys
DUAKXNEh7c2v8mu8nWKYOg,"Restaurants, Mexican",Mexican,Loreto's Mexican Food
dUffgo9Lh_Vk9TLuFR5ywg,"Restaurants, Pizza, Sandwiches, Italian",Italian,Oregano's Pizza Bistro
DuI8BlpnRRwsmmVMt7Yiww,"Food, Sandwiches, Restaurants, Food Trucks, Food Stands",Sandwiches,Paradise Melts
dunZ7E-LwPvkAS6ERVa8gw,"Pizza, Restaurants",Italian,Hungry Howie's Pizza
DvxGK4R1_0LR9837DCOZXg,"Italian, Restaurants, Pizza",Italian,Luna Pizza
DwIbLWmv6oWksXKXeHkWyA,"Chicken Wings, Chicken Shop, Fast Food, Restaurants",Fast Food,KFC
DWx1UgbHLHU-2Ko02klhZg,"Sports Bars, Beer, Wine & Spirits, Nightlife, Food, Bars, Restaurants, American (Traditional)",Sports Bar,The Last Stop Sports Bar & Grill
DYi6jJYhK3kTfaYn81tORQ,"Burgers, Nightlife, Karaoke, Chicken Wings, Arts & Entertainment, Dive Bars, Restaurants, Sports Bars, Music Venues, Bars, American (Traditional)",Sports Bar,Gypsy's Roadhouse
dYmm5468BdWxWgksXpy2TQ,"Restaurants, Fast Food, Chinese",Chinese,Panda Express
Dz5NDfPpXcID1qJbEfre4g,"Cafes, Coffee Roasteries, Coffee & Tea, Restaurants, Food, Breakfast & Brunch",Cafes,Press Coffee
DZfFFSVFVJVxs3vfFVVf0w,"Pizza, Sandwiches, Italian, Restaurants",Sandwiches,Famous Ray's Pizza
DZsA7BXUnQyi0f7HXYcuiA,"Fast Food, Restaurants, Sandwiches",Sandwiches,Subway
e-cxqDjKEHEcISP2iGcZxg,"Desserts, Restaurants, Karaoke, Nightlife, American (New), Lounges, Bars, Food",American,Blue Martini Lounge
e-gVqGEtnjEkunvQ5J3uyA,"Italian, Salad, Restaurants, Pizza",Italian,Angie & Jimmie's Italian Pizza
e-Hw1QkvwM2wN5Wm7p_msw,"American (Traditional), American (New), Buffets, Restaurants, Breakfast & Brunch",American,Old Country Buffet
E_DXCeVllZtHV93hsAIZvw,"Mexican, Tacos, Restaurants",Mexican,Tacos Sahuaro
E_eIph8IT10Uo06ZdWwoUw,"Food, Beer Gardens, Nightlife, Bars, Beer, Wine & Spirits, American (Traditional), Local Flavor, Restaurants",American,The Handlebar Tempe
E_f5hWSBXkxvyckUpU31kQ,"Sushi Bars, Food, Food Trucks, Restaurants",Japanese,Sushi Mocorito
e0CehK0lUWqd530L4-ni3A,"Mexican, Restaurants, Breakfast & Brunch",Mexican,Nuevo Burrito
E25-2ssHwsajyGtsllMXaA,"Soul Food, Restaurants, Southern",Southern,Mrs White's Golden Rule Cafe
e2DH7QQssuGqwLltAI5pEg,"Delis, Restaurants, Sandwiches, Breakfast & Brunch",Sandwiches,Humphrey's Kitchen & Koffee
E2iZCFnfu9Np8lABZKqMLA,"Pizza, Burgers, Chicken Wings, Restaurants",Burgers,King Pin Grill & Pizza
e3B8xTCLvPR1jZWkoCjuUA,"Restaurants, Mexican, Fast Food",Mexican,Chipotle Mexican Grill
E3ODMVUoz27BJ17r58E-5g,"Restaurants, Fast Food, American (Traditional), Chicken Wings",American,Popeyes Louisiana Kitchen
E3qxMkbKxQR6Aca36c53GA,"Cafes, Salad, Restaurants, Sandwiches",Cafes,"Helpings Cafe, Market and Catering"
e4iYJVyoUAKlitSnxjgwbg,"Mexican, Restaurants",Mexican,Tortas El Tri
E4JyAzB5_2quptwtemyhYA,"Restaurants, Seafood, Breakfast & Brunch, Cafes, Burgers",Cafes,Original Breakfast House
E4POatW_bg-T0MzD4DuLeg,"Restaurants, Mexican",Mexican,Federicos Mexican Food
e69v6hfCkr25M5DaLSS8CQ,"American (Traditional), Chicken Wings, Restaurants, Bars, Sports Bars, Pizza, Nightlife",Sports Bar,Long Wongs
E7wKP-BVnWlxnbQM3StOxg,"Coffee & Tea, Cafes, Food, Shared Office Spaces, Real Estate, Venues & Event Spaces, Restaurants, Event Planning & Services, Home Services",Cafes,Mod
e8_Xt-ldpDgWHn92s3rBaQ,"Indian, Restaurants",Indian,Nawaz Indian Cuisine
e880MGw6C6PJL-n3EJoY_g,"Restaurants, Delis, Southern, Mediterranean, Steakhouses, Kebab, Sandwiches, Greek",Mediterranean,Zoes Kitchen
E8vu8qm6r5NuuO_Cw-jzyQ,"Burgers, Fast Food, Restaurants, Food, Coffee & Tea",Burgers,McDonald's
E91zEYEGcs497aYnQlh2yg,"Acai Bowls, Vegan, Food, Restaurants, Specialty Food, Juice Bars & Smoothies, Organic Stores, Fruits & Veggies, Vegetarian",Vegan,Berry Beet Juice Bar
E9IPxXY6pS2gTW2FBkAJmg,"Nightlife, Restaurants, Event Planning & Services, Venues & Event Spaces, American (New), Bars, Lounges, Local Flavor, Sandwiches",Sandwiches,The Duce
e9QjTA0wa0s6UvLPTnu4cw,"Restaurants, Pizza",Italian,Papa John's Pizza
e9SyVTA-4cePHuc-pOdwQw,"Restaurants, Pizza, Fast Food",Italian,Little Caesars Pizza
eajXb034hm_9M6OgN47LKA,"Mexican, Bars, Restaurants, Nightlife",Mexican,Tee Pee Tap Room
EAnZ6uWNNB7E8dZe-a_3PA,"Restaurants, Fast Food, Sandwiches",Sandwiches,Subway
EC_ira45x9ayj1p_S-emEQ,"Sandwiches, Hot Dogs, Restaurants, Fast Food",Sandwiches,Wienerschnitzel
EC91SvTJeO6sEYRxjKrFLQ,"American (Traditional), Nightlife, Dance Clubs, Restaurants, Bars",American,Cabin Tempe
ecn5dq7bFA6wCeeNnXxSzw,"Asian Fusion, Chinese, Fast Food, Restaurants, Gluten-Free",Chinese,Pei Wei
EDcZRvERC22Cvw1yi4-VKg,"Sandwiches, Restaurants, Italian, Breakfast & Brunch, American (Traditional)",Sandwiches,The Sicilian Butcher
Edq3REDbBfss0WQu2Ta93w,"American (New), Soup, Restaurants, Sandwiches, Salad",Sandwiches,CafÃƒÂ© Zupas
EE_CKAAq7_oL7jfxmUKhuw,"Restaurants, American (Traditional), Burgers, Nightlife, Sports Bars, Bars, Steakhouses",Sports Bar,Applebee's Grill + Bar
Ee3bI8VXPU2PGE_vJg3Pqg,"Nightlife, Bars, Restaurants, American (Traditional), Sports Bars",Sports Bar,Tailgate Sports Bar & Grill
EEGajOchS2BIZNvJcPK3uw,"Restaurants, American (Traditional), Cocktail Bars, American (New), Nightlife, Bars, Italian",American,Bar Pesce
eEPTTvCV5iHfoacwa43lBQ,"Fast Food, Restaurants, Coffee & Tea, Food, Burgers",Burgers,McDonald's
