neighborhoods,cat,categories,review_count,name,city,checkin-info,longitude,latitude,state,business_id,stars
[],American,"American (Traditional), Food, Burgers, Grocery, Breakfast & Brunch, Restaurants",541,Hillside Spot,Phoenix,"{""20-5"": 31, ""20-1"": 10, ""2-6"": 26, ""16-6"": 53, ""16-1"": 12, ""17-2"": 6, ""17-5"": 41, ""19-5"": 38, ""18-3"": 13, ""0-3"": 12, ""5-4"": 1, ""16-5"": 35, ""23-0"": 4, ""22-3"": 2, ""18-5"": 45, ""0-6"": 25, ""14-4"": 18, ""21-5"": 18, ""15-6"": 46, ""20-0"": 9, ""16-4"": 11, ""13-4"": 5, ""17-6"": 34, ""15-4"": 19, ""4-6"": 6, ""17-3"": 9, ""15-1"": 8, ""21-6"": 29, ""18-4"": 24, ""18-0"": 19, ""18-2"": 15, ""21-4"": 8, ""0-5"": 34, ""19-6"": 41, ""17-4"": 8, ""19-2"": 12, ""14-3"": 5, ""16-3"": 8, ""15-5"": 34, ""2-1"": 15, ""15-2"": 3, ""20-3"": 17, ""19-4"": 21, ""16-0"": 23, ""22-5"": 20, ""20-4"": 16, ""19-1"": 22, ""18-1"": 9, ""14-5"": 20, ""19-0"": 13, ""18-6"": 42, ""1-1"": 17, ""2-5"": 31, ""22-4"": 8, ""23-5"": 13, ""15-3"": 6, ""1-3"": 10, ""2-4"": 13, ""14-6"": 9, ""13-1"": 2, ""2-2"": 7, ""3-1"": 20, ""16-2"": 8, ""0-1"": 5, ""21-2"": 5, ""19-3"": 18, ""22-2"": 6, ""13-3"": 2, ""17-0"": 18, ""2-3"": 18, ""0-4"": 17, ""15-0"": 9, ""1-2"": 10, ""20-6"": 26, ""3-2"": 22, ""14-2"": 2, ""13-5"": 3, ""0-2"": 6, ""3-4"": 15, ""23-6"": 14, ""17-1"": 6, ""23-2"": 8, ""22-1"": 3, ""1-4"": 18, ""13-2"": 3, ""1-5"": 23, ""0-0"": 9, ""1-6"": 17, ""22-6"": 13, ""13-0"": 2, ""4-2"": 2, ""20-2"": 6, ""1-0"": 13, ""3-5"": 18, ""3-6"": 12, ""23-1"": 4, ""3-3"": 18, ""3-0"": 4, ""4-5"": 9, ""23-3"": 4, ""21-3"": 5, ""21-1"": 3, ""23-4"": 7, ""2-0"": 12, ""21-0"": 2, ""14-0"": 2, ""4-4"": 1, ""22-0"": 1}",-111.9813405,33.33191496,AZ,fKm6mfATDJRDDQH0PtZeeQ,3.5
[],Mediterranean,"Restaurants, Lebanese, Food Trucks, Food, Middle Eastern, Mediterranean",13,Meat the Pita,Tempe,"{""4-2"": 1, ""19-3"": 1, ""10-6"": 1}",-111.9468685,33.4077786,AZ,FKwFWawN_tPiiRneoikcuw,4.5
[],American,"Restaurants, American (Traditional)",13,Rennick's Restaurant,Phoenix,"{""3-1"": 3, ""15-2"": 1, ""3-4"": 2, ""4-4"": 1, ""14-1"": 1, ""22-1"": 1, ""22-3"": 1, ""20-3"": 1, ""4-1"": 1, ""17-1"": 2, ""3-5"": 1, ""1-0"": 2, ""1-4"": 2, ""3-2"": 1, ""2-2"": 2, ""19-3"": 3, ""14-5"": 1, ""17-3"": 1, ""19-1"": 1, ""18-0"": 1, ""14-3"": 1, ""15-6"": 1, ""17-4"": 1, ""16-2"": 1, ""14-4"": 2, ""14-6"": 1, ""15-1"": 1, ""0-4"": 1, ""16-5"": 1, ""2-1"": 1, ""13-1"": 1, ""13-6"": 1, ""17-6"": 2, ""16-0"": 1, ""4-5"": 1, ""13-5"": 1}",-111.9799156,33.4249094,AZ,fKxdy5SiWcSvYrLdxtYdmA,3
[], Frozen Yogurt,"Restaurants, Cupcakes, Food, Custom Cakes, Desserts, Ice Cream & Frozen Yogurt",47,Cold Stone Creamery,Tempe,"{""3-2"": 8, ""4-5"": 12, ""2-2"": 7, ""5-5"": 5, ""23-5"": 11, ""22-5"": 12, ""2-4"": 10, ""22-3"": 1, ""23-0"": 2, ""4-2"": 5, ""21-3"": 3, ""2-0"": 8, ""4-0"": 2, ""3-5"": 10, ""19-4"": 1, ""3-0"": 16, ""0-6"": 8, ""22-6"": 14, ""6-6"": 1, ""5-6"": 8, ""0-1"": 3, ""22-4"": 2, ""3-1"": 6, ""4-4"": 7, ""0-3"": 2, ""1-1"": 4, ""5-3"": 1, ""4-6"": 16, ""23-1"": 2, ""21-6"": 6, ""20-5"": 4, ""19-6"": 1, ""1-5"": 1, ""20-6"": 6, ""21-1"": 2, ""6-2"": 1, ""2-5"": 5, ""3-6"": 7, ""2-3"": 6, ""1-6"": 6, ""5-4"": 1, ""21-5"": 3, ""19-3"": 3, ""2-6"": 4, ""5-0"": 3, ""0-0"": 5, ""23-4"": 3, ""19-5"": 4, ""15-3"": 1, ""22-0"": 3, ""22-2"": 3, ""21-4"": 2, ""20-3"": 1, ""18-5"": 2, ""1-0"": 8, ""4-1"": 7, ""23-3"": 3, ""17-5"": 3, ""23-2"": 3, ""6-5"": 2, ""0-2"": 3, ""3-4"": 9, ""19-1"": 2, ""21-0"": 4, ""1-3"": 2, ""4-3"": 5, ""1-4"": 1, ""20-1"": 2, ""1-2"": 5, ""0-5"": 6, ""2-1"": 6, ""23-6"": 4, ""18-4"": 1, ""22-1"": 2, ""19-0"": 4, ""13-0"": 1, ""0-4"": 1, ""3-3"": 2, ""17-6"": 1, ""20-4"": 2, ""16-4"": 1, ""20-0"": 2, ""5-2"": 1, ""18-0"": 1, ""15-4"": 2}",-111.901644,33.43367,AZ,Fl7YZ2gbBgV5aHkcl90lOQ,3.5
[],American,"Restaurants, Nightlife, Lounges, Bars, American (New), Pubs, American (Traditional), Breakfast & Brunch",706,The Vig Arcadia,Phoenix,"{""6-0"": 2, ""5-6"": 30, ""6-5"": 20, ""20-5"": 21, ""0-4"": 27, ""4-5"": 36, ""6-6"": 22, ""4-0"": 7, ""3-1"": 26, ""21-5"": 10, ""3-5"": 43, ""0-5"": 33, ""0-6"": 19, ""1-6"": 19, ""0-1"": 29, ""23-5"": 20, ""22-6"": 40, ""21-2"": 7, ""3-3"": 18, ""7-3"": 4, ""1-5"": 41, ""21-6"": 34, ""4-3"": 14, ""18-6"": 19, ""4-1"": 16, ""7-1"": 1, ""0-0"": 25, ""18-5"": 13, ""2-0"": 16, ""20-0"": 2, ""5-5"": 37, ""22-5"": 19, ""1-0"": 20, ""4-2"": 6, ""23-3"": 7, ""23-4"": 31, ""2-5"": 32, ""4-6"": 38, ""16-6"": 1, ""0-3"": 21, ""19-6"": 48, ""20-6"": 31, ""3-0"": 11, ""4-4"": 24, ""2-6"": 22, ""2-1"": 40, ""2-4"": 17, ""17-6"": 5, ""22-3"": 7, ""7-4"": 10, ""19-5"": 19, ""3-2"": 13, ""2-2"": 12, ""19-2"": 8, ""1-3"": 27, ""2-3"": 18, ""18-3"": 5, ""23-2"": 5, ""8-5"": 5, ""1-2"": 13, ""3-6"": 23, ""5-2"": 6, ""7-0"": 4, ""19-1"": 6, ""5-0"": 11, ""5-1"": 12, ""6-4"": 10, ""23-6"": 27, ""19-0"": 20, ""18-0"": 2, ""22-4"": 8, ""3-4"": 22, ""7-6"": 12, ""0-2"": 12, ""23-0"": 8, ""23-1"": 8, ""18-2"": 3, ""1-4"": 23, ""20-2"": 9, ""5-4"": 10, ""22-2"": 5, ""19-3"": 7, ""22-0"": 4, ""7-5"": 3, ""6-3"": 2, ""15-3"": 2, ""18-1"": 2, ""7-2"": 2, ""22-1"": 2, ""19-4"": 11, ""20-1"": 6, ""21-3"": 8, ""20-4"": 6, ""6-2"": 2, ""8-4"": 4, ""20-3"": 4, ""18-4"": 7, ""17-2"": 1, ""1-1"": 40, ""21-4"": 2, ""15-1"": 3, ""15-2"": 3, ""15-4"": 2, ""8-0"": 1, ""15-0"": 1, ""8-6"": 4, ""5-3"": 5, ""14-5"": 1, ""21-0"": 2, ""17-5"": 6, ""17-1"": 1, ""6-1"": 1, ""15-6"": 1, ""8-2"": 2, ""8-1"": 1, ""9-6"": 2, ""9-2"": 1, ""16-5"": 1}",-111.995106,33.494489,AZ,flE7Sn2JGs0n3SAtaep6Zw,4
[],Cafes,"Cafes, Restaurants",6,Central Cafe,Phoenix,"{""18-4"": 1, ""20-1"": 3, ""18-2"": 1, ""13-3"": 1, ""19-3"": 7, ""14-0"": 1, ""15-1"": 1, ""17-1"": 1, ""17-0"": 1, ""19-1"": 2, ""20-4"": 3, ""19-2"": 7, ""19-4"": 6, ""20-0"": 5, ""17-4"": 3, ""19-0"": 2, ""20-2"": 2, ""13-2"": 1, ""21-4"": 1, ""17-2"": 1}",-112.0742314,33.4772792,AZ,flKREzH4wdibg0IAIuZe_g,3
[],Vegan,"Restaurants, Vegetarian, Juice Bars & Smoothies, Food, Vegan",7,Kwench Juice Cafe Phoenix,Phoenix,"{""19-4"": 1, ""14-4"": 1, ""16-4"": 1, ""21-5"": 1, ""18-2"": 1, ""17-5"": 1, ""20-2"": 1, ""18-4"": 1, ""22-2"": 1}",-112.0688873,33.4529203,AZ,flMyhwx9fHMXFU8586_26Q,5
[],Cafes,"Coffee & Tea, Cafes, Sandwiches, Restaurants, Desserts, Breakfast & Brunch, Food, Creperies",187,Sweet Dessert CafÃƒÂ©,Tempe,"{""19-3"": 4, ""21-2"": 2, ""22-0"": 2, ""22-5"": 3, ""17-5"": 9, ""22-6"": 2, ""19-1"": 7, ""19-4"": 6, ""20-0"": 1, ""19-2"": 5, ""20-4"": 3, ""20-3"": 4, ""1-5"": 2, ""23-6"": 2, ""14-4"": 1, ""0-6"": 1, ""0-4"": 2, ""20-6"": 8, ""0-1"": 3, ""20-1"": 4, ""17-4"": 5, ""19-5"": 6, ""21-5"": 6, ""18-5"": 12, ""16-3"": 2, ""18-6"": 17, ""1-1"": 1, ""0-5"": 2, ""2-5"": 1, ""17-6"": 21, ""14-1"": 1, ""2-6"": 3, ""18-0"": 2, ""2-1"": 2, ""21-6"": 3, ""20-5"": 6, ""1-6"": 2, ""19-6"": 3, ""15-0"": 1, ""16-4"": 5, ""18-4"": 6, ""22-4"": 2, ""21-3"": 2, ""16-1"": 2, ""15-3"": 3, ""15-6"": 15, ""16-5"": 11, ""18-1"": 2, ""15-4"": 7, ""15-1"": 2, ""16-6"": 7, ""21-0"": 1, ""16-2"": 5, ""17-3"": 3, ""18-2"": 1, ""20-2"": 2, ""17-1"": 2, ""17-2"": 1, ""3-2"": 1, ""0-2"": 2, ""23-4"": 1, ""15-5"": 2, ""5-1"": 1}",-111.9500653,33.3773906,AZ,FlSC47gipnoXP64XMOXxcA,4.5
[],Mediterranean,"Kosher, Falafel, Mediterranean, Restaurants, Middle Eastern",28,613 Grill,Phoenix,"{""3-1"": 1, ""0-1"": 1, ""21-1"": 1, ""21-6"": 1, ""18-3"": 1, ""2-0"": 2, ""2-3"": 1, ""19-6"": 1, ""1-0"": 2, ""1-2"": 1, ""2-1"": 1, ""23-6"": 1}",-112.0647426,33.52809501,AZ,fmnE6VQLBhgIrb6RBuqmjA,3.5
[],Fast Food,"Chicken Shop, Fast Food, Chicken Wings, Restaurants",31,KFC,Phoenix,"{""1-1"": 2, ""0-4"": 2, ""3-4"": 1, ""20-5"": 1, ""0-2"": 1, ""23-2"": 1, ""1-0"": 2, ""20-0"": 3, ""19-0"": 3, ""0-1"": 2, ""2-2"": 1, ""1-3"": 2, ""19-1"": 3, ""19-6"": 2, ""1-5"": 1, ""0-6"": 1, ""3-1"": 1, ""18-6"": 1, ""22-6"": 1, ""21-3"": 1, ""20-6"": 1, ""0-0"": 1, ""3-5"": 1, ""21-2"": 1}",-112.135,33.611,AZ,fMSEHQ-9gY437ysZ3Ockbg,1.5
[],Chinese,"Restaurants, Chinese",213,Dragon Palace,Phoenix,"{""2-4"": 9, ""2-5"": 21, ""3-6"": 10, ""21-0"": 3, ""0-5"": 9, ""1-6"": 22, ""1-3"": 18, ""19-4"": 8, ""1-0"": 19, ""2-0"": 21, ""0-2"": 10, ""2-3"": 21, ""21-5"": 3, ""2-6"": 21, ""2-1"": 11, ""3-3"": 6, ""3-1"": 6, ""0-6"": 19, ""7-6"": 1, ""19-3"": 6, ""4-5"": 3, ""20-5"": 5, ""23-1"": 1, ""20-6"": 3, ""22-6"": 4, ""2-2"": 12, ""3-0"": 8, ""1-5"": 17, ""19-1"": 9, ""19-2"": 10, ""0-0"": 12, ""17-2"": 1, ""3-4"": 3, ""0-4"": 7, ""22-1"": 1, ""1-4"": 14, ""23-6"": 6, ""3-5"": 21, ""22-3"": 1, ""4-4"": 1, ""19-5"": 10, ""0-1"": 7, ""18-0"": 1, ""22-5"": 3, ""20-4"": 6, ""17-5"": 1, ""5-5"": 1, ""19-0"": 5, ""1-2"": 9, ""0-3"": 6, ""18-2"": 4, ""21-4"": 1, ""11-5"": 1, ""23-3"": 1, ""20-1"": 2, ""18-4"": 3, ""20-2"": 1, ""18-1"": 4, ""20-3"": 4, ""4-1"": 2, ""1-1"": 16, ""3-2"": 4, ""23-5"": 2, ""4-3"": 1, ""20-0"": 1, ""4-2"": 1, ""14-6"": 1, ""18-3"": 2, ""4-6"": 1}",-112.012193,33.6124852,AZ,fnaDx7UD4MiodQlgYHDwsQ,4
[],Japanese,"Restaurants, Japanese, Sushi Bars",97,Sushi Nakano,Phoenix,"{""0-3"": 5, ""18-3"": 3, ""2-3"": 1, ""19-3"": 1, ""3-5"": 1, ""19-5"": 4, ""19-2"": 2, ""21-5"": 2, ""16-2"": 1, ""1-6"": 4, ""3-2"": 1, ""3-4"": 2, ""4-5"": 2, ""1-5"": 5, ""2-5"": 4, ""20-0"": 1, ""19-1"": 3, ""20-4"": 2, ""21-3"": 2, ""2-4"": 2, ""0-5"": 4, ""1-1"": 2, ""0-2"": 1, ""1-2"": 3, ""23-5"": 2, ""2-6"": 2, ""20-2"": 1, ""0-4"": 2, ""0-6"": 2, ""4-6"": 1, ""3-1"": 1, ""19-0"": 1, ""0-1"": 1, ""11-3"": 1, ""20-3"": 1, ""1-4"": 2, ""20-5"": 1}",-111.9945187,33.3044587,AZ,fngEhtJ9GjcZFc5jb6fncA,4.5
[],Breakfast N Brunch,"Restaurants, Breakfast & Brunch, Diners",38,Country Boys Restaurants,Phoenix,"{""18-1"": 4, ""4-6"": 1, ""15-4"": 1, ""19-1"": 1, ""1-6"": 1, ""16-6"": 1, ""0-3"": 1, ""2-1"": 1, ""3-1"": 2, ""2-5"": 1, ""1-0"": 1, ""3-4"": 1, ""2-2"": 1, ""17-4"": 3, ""2-0"": 1, ""22-5"": 1, ""1-5"": 4, ""18-6"": 2, ""19-3"": 1, ""18-3"": 1, ""0-1"": 2, ""21-6"": 2, ""17-6"": 2, ""16-3"": 1, ""17-5"": 3, ""20-3"": 2, ""16-5"": 1, ""13-6"": 1, ""16-2"": 1, ""19-2"": 1, ""21-5"": 1, ""15-3"": 1, ""21-4"": 1, ""20-4"": 2, ""23-0"": 1, ""14-6"": 1}",-112.1501708,33.5236775,AZ,fNgiXLC1eyVnxIVbFV9uFA,3
[],Italian,"Restaurants, Pizza, Fast Food",13,Little Caesars Pizza,Phoenix,"{""2-1"": 2, ""0-3"": 2, ""2-2"": 2, ""1-2"": 1, ""19-2"": 2, ""2-4"": 1, ""1-0"": 1, ""17-3"": 2, ""20-0"": 1, ""0-0"": 1, ""14-0"": 1, ""1-5"": 1, ""21-3"": 1, ""22-0"": 1, ""0-5"": 1, ""0-1"": 1, ""19-4"": 1, ""18-0"": 1, ""17-2"": 1, ""17-0"": 1, ""0-4"": 1}",-111.926903,33.3632376,AZ,FOAAgwfA_1sLoSBB1RcJrw,2.5
[],Italian,"Breakfast & Brunch, Restaurants, Italian, Bars, Nightlife, Wine Bars",1041,Postino Central,Phoenix,"{""16-5"": 10, ""4-3"": 9, ""3-2"": 31, ""3-5"": 27, ""18-6"": 33, ""19-6"": 35, ""1-6"": 30, ""23-5"": 35, ""23-6"": 28, ""2-5"": 27, ""16-6"": 15, ""0-0"": 17, ""19-0"": 11, ""5-5"": 11, ""22-6"": 23, ""3-1"": 29, ""1-3"": 16, ""19-3"": 13, ""2-0"": 22, ""2-2"": 31, ""21-6"": 26, ""20-0"": 6, ""4-2"": 19, ""18-5"": 22, ""17-5"": 29, ""20-6"": 31, ""22-5"": 40, ""21-5"": 21, ""2-6"": 15, ""0-5"": 29, ""6-6"": 8, ""5-2"": 18, ""1-4"": 19, ""23-1"": 11, ""0-2"": 16, ""0-6"": 20, ""18-2"": 9, ""18-3"": 10, ""19-5"": 41, ""1-2"": 12, ""18-4"": 10, ""23-4"": 26, ""23-3"": 18, ""3-4"": 18, ""3-6"": 33, ""0-4"": 15, ""2-4"": 24, ""21-2"": 5, ""1-5"": 25, ""2-1"": 33, ""17-2"": 1, ""0-1"": 14, ""19-1"": 11, ""22-1"": 10, ""22-2"": 8, ""21-0"": 11, ""5-6"": 12, ""17-6"": 29, ""4-1"": 16, ""3-3"": 8, ""22-4"": 23, ""5-1"": 8, ""1-0"": 12, ""22-0"": 8, ""22-3"": 4, ""19-4"": 17, ""23-0"": 15, ""4-6"": 22, ""20-5"": 29, ""0-3"": 11, ""3-0"": 14, ""20-1"": 8, ""23-2"": 14, ""21-4"": 10, ""15-6"": 1, ""21-1"": 6, ""1-1"": 16, ""20-3"": 10, ""6-4"": 3, ""4-5"": 19, ""4-0"": 9, ""5-0"": 2, ""21-3"": 5, ""5-4"": 10, ""2-3"": 19, ""18-0"": 13, ""19-2"": 12, ""4-4"": 9, ""20-4"": 19, ""7-6"": 4, ""14-6"": 2, ""14-0"": 1, ""17-0"": 1, ""6-5"": 4, ""5-3"": 3, ""18-1"": 3, ""7-5"": 1, ""20-2"": 7, ""14-1"": 1, ""6-2"": 2, ""6-3"": 1}",-112.0740684,33.5126623,AZ,FogTa-wmjhVnJCoTiaxvZA,4.5
[],Mexican,"Seafood, Mexican, Nightlife, Restaurants, Bars",232,Las Glorias Grill Mexican Food,Phoenix,"{""19-0"": 21, ""19-2"": 21, ""20-5"": 9, ""19-5"": 12, ""2-0"": 14, ""1-2"": 16, ""0-0"": 17, ""18-1"": 59, ""1-4"": 42, ""2-2"": 17, ""1-3"": 40, ""18-3"": 21, ""2-4"": 50, ""19-4"": 21, ""1-5"": 41, ""1-6"": 37, ""3-3"": 4, ""4-6"": 7, ""2-6"": 32, ""17-2"": 8, ""0-4"": 25, ""23-6"": 7, ""20-2"": 9, ""20-3"": 10, ""2-5"": 27, ""3-1"": 5, ""2-3"": 32, ""3-5"": 15, ""0-6"": 16, ""20-6"": 9, ""0-1"": 8, ""22-0"": 4, ""1-0"": 24, ""23-2"": 9, ""18-6"": 12, ""21-3"": 4, ""22-4"": 9, ""4-1"": 2, ""17-6"": 7, ""3-0"": 8, ""18-2"": 12, ""22-3"": 5, ""3-6"": 10, ""3-4"": 19, ""18-4"": 34, ""0-5"": 27, ""21-0"": 7, ""6-4"": 1, ""16-3"": 2, ""5-6"": 2, ""0-3"": 24, ""23-4"": 8, ""23-5"": 10, ""19-3"": 25, ""21-6"": 15, ""17-5"": 9, ""4-0"": 3, ""19-6"": 15, ""19-1"": 57, ""20-4"": 7, ""20-1"": 15, ""21-4"": 9, ""1-1"": 6, ""21-2"": 4, ""18-5"": 13, ""6-3"": 1, ""2-1"": 6, ""4-5"": 2, ""23-1"": 6, ""23-3"": 7, ""0-2"": 15, ""3-2"": 5, ""21-5"": 7, ""18-0"": 16, ""22-5"": 13, ""17-4"": 4, ""22-6"": 3, ""20-0"": 6, ""21-1"": 2, ""4-4"": 1, ""4-2"": 2, ""16-5"": 8, ""17-0"": 1, ""15-5"": 2, ""15-1"": 1, ""22-1"": 4, ""16-1"": 1, ""23-0"": 2, ""16-6"": 5, ""17-1"": 2, ""16-4"": 2, ""17-3"": 2, ""16-2"": 1, ""16-0"": 1}",-112.0992055,33.552617,AZ,FoKx_RP4kUM-aiGo3wlUUw,4
[],American,"Restaurants, Diners, American (Traditional), Breakfast & Brunch",643,Mike and Ronda's The Place,Glendale,"{""16-5"": 68, ""14-6"": 20, ""17-6"": 77, ""17-5"": 68, ""20-6"": 38, ""17-3"": 21, ""21-6"": 16, ""16-4"": 35, ""19-6"": 63, ""16-3"": 21, ""16-6"": 85, ""18-6"": 73, ""15-5"": 43, ""3-0"": 1, ""15-0"": 16, ""18-0"": 29, ""17-2"": 26, ""15-3"": 22, ""18-5"": 69, ""18-3"": 16, ""14-1"": 17, ""15-1"": 13, ""17-0"": 31, ""17-1"": 25, ""18-1"": 21, ""20-3"": 7, ""16-2"": 15, ""18-2"": 24, ""15-6"": 60, ""19-3"": 16, ""17-4"": 30, ""15-2"": 14, ""19-4"": 21, ""19-5"": 58, ""15-4"": 22, ""20-4"": 5, ""16-0"": 26, ""20-5"": 29, ""13-4"": 3, ""18-4"": 23, ""14-4"": 10, ""1-1"": 1, ""1-6"": 6, ""21-0"": 2, ""14-3"": 6, ""1-4"": 6, ""4-6"": 2, ""2-3"": 5, ""14-0"": 5, ""2-2"": 2, ""14-2"": 8, ""19-0"": 21, ""20-1"": 2, ""0-0"": 1, ""0-5"": 2, ""2-6"": 6, ""20-2"": 4, ""0-4"": 4, ""2-5"": 2, ""14-5"": 22, ""21-5"": 12, ""20-0"": 6, ""22-2"": 1, ""23-1"": 2, ""0-2"": 2, ""21-1"": 2, ""22-5"": 5, ""21-4"": 3, ""22-0"": 1, ""3-5"": 4, ""1-3"": 2, ""19-2"": 12, ""16-1"": 16, ""13-2"": 2, ""23-3"": 3, ""4-5"": 2, ""4-3"": 1, ""19-1"": 7, ""23-4"": 2, ""22-3"": 1, ""3-1"": 1, ""3-2"": 1, ""5-6"": 2, ""1-2"": 2, ""13-6"": 18, ""8-5"": 1, ""8-0"": 2, ""6-5"": 1, ""0-6"": 2, ""22-6"": 1, ""23-5"": 1, ""9-4"": 1, ""7-6"": 1, ""0-1"": 1, ""22-4"": 2, ""3-6"": 2, ""12-4"": 3, ""3-3"": 1, ""0-3"": 1, ""21-2"": 1, ""12-2"": 2, ""13-5"": 33, ""21-3"": 2, ""4-1"": 1, ""23-6"": 1, ""13-1"": 3, ""12-5"": 2, ""13-0"": 1}",-112.1709838,33.63867334,AZ,fOnpoMXToa5Qiyg95E6ENg,4
[],Mexican,"Restaurants, Mexican",56,El Tlacoyo,Tempe,"{""2-5"": 2, ""19-1"": 5, ""3-0"": 1, ""5-2"": 1, ""2-4"": 1, ""6-3"": 1, ""0-3"": 1, ""3-1"": 1, ""1-0"": 5, ""20-5"": 4, ""18-3"": 4, ""23-4"": 3, ""20-1"": 4, ""19-3"": 3, ""1-5"": 2, ""20-0"": 6, ""20-3"": 2, ""0-5"": 1, ""19-2"": 2, ""19-5"": 5, ""20-2"": 3, ""20-6"": 3, ""15-1"": 1, ""19-6"": 3, ""22-5"": 2, ""21-2"": 1, ""21-4"": 1, ""18-1"": 2, ""0-0"": 4, ""23-3"": 1, ""19-4"": 4, ""21-1"": 3, ""18-4"": 4, ""21-0"": 1, ""18-0"": 1, ""19-0"": 1, ""2-6"": 3, ""18-5"": 2, ""20-4"": 3, ""17-6"": 2, ""16-5"": 1, ""23-6"": 2, ""22-6"": 1, ""21-5"": 2, ""1-3"": 1, ""16-6"": 1, ""15-6"": 1, ""0-6"": 2, ""22-4"": 1, ""22-3"": 1, ""21-6"": 2, ""1-6"": 2}",-111.8835476,33.421369,AZ,fQclKmk5G2_g98cDNPvj0g,4.5
[],Sandwiches,"Coffee Roasteries, Breakfast & Brunch, Italian, Coffee & Tea, Food, Restaurants, Juice Bars & Smoothies, Sandwiches",59,Dapper & Stout Coffee Company,Glendale,"{""17-4"": 1, ""17-0"": 2, ""19-0"": 2, ""3-4"": 1, ""14-4"": 2, ""15-5"": 2, ""15-6"": 4, ""14-1"": 1, ""18-6"": 2, ""17-2"": 2, ""21-2"": 1, ""20-5"": 3, ""14-2"": 2, ""14-3"": 2, ""15-3"": 1, ""16-6"": 1, ""19-1"": 3, ""13-4"": 1, ""17-6"": 4, ""21-5"": 1, ""19-2"": 1, ""23-2"": 1, ""16-5"": 2, ""20-0"": 1, ""15-2"": 1, ""21-6"": 4, ""16-2"": 1, ""16-4"": 1, ""22-2"": 2, ""23-3"": 2, ""15-0"": 3, ""16-0"": 1, ""18-5"": 2, ""17-1"": 3, ""1-1"": 1, ""17-5"": 2, ""19-6"": 3, ""15-1"": 2, ""14-5"": 1, ""20-1"": 1, ""16-3"": 2, ""17-3"": 1, ""16-1"": 2, ""21-3"": 1, ""14-0"": 1, ""18-0"": 1, ""13-0"": 1, ""0-2"": 1, ""18-2"": 1}",-112.19809,33.53792,AZ,FQmtRIirfVFK_fxbJh2I7w,5
[],Cafes,"Vegetarian, New Mexican Cuisine, Cafes, Restaurants, Mexican, Bars, Breakfast & Brunch, Tacos, Vegan, Seafood, Nightlife, Tex-Mex",1967,La Santisima,Phoenix,"{""3-5"": 25, ""19-0"": 44, ""18-5"": 25, ""21-5"": 29, ""2-1"": 13, ""18-2"": 21, ""20-2"": 27, ""20-5"": 46, ""22-5"": 26, ""18-6"": 22, ""0-3"": 19, ""18-3"": 26, ""19-5"": 37, ""3-6"": 26, ""23-6"": 17, ""0-1"": 18, ""0-5"": 15, ""21-6"": 24, ""0-6"": 30, ""2-2"": 29, ""3-2"": 19, ""2-4"": 28, ""4-6"": 10, ""23-2"": 11, ""20-6"": 31, ""3-4"": 16, ""1-0"": 22, ""1-5"": 25, ""18-1"": 20, ""19-3"": 37, ""1-1"": 23, ""19-1"": 25, ""20-1"": 14, ""19-4"": 30, ""0-2"": 11, ""0-0"": 25, ""1-3"": 21, ""2-3"": 13, ""19-6"": 28, ""18-4"": 38, ""22-2"": 10, ""20-3"": 18, ""18-0"": 18, ""21-1"": 7, ""19-2"": 28, ""20-4"": 23, ""17-0"": 1, ""21-4"": 15, ""21-2"": 8, ""1-6"": 30, ""22-6"": 18, ""2-5"": 33, ""2-0"": 33, ""21-0"": 18, ""2-6"": 25, ""3-1"": 21, ""23-1"": 13, ""4-5"": 19, ""1-2"": 24, ""3-0"": 9, ""21-3"": 8, ""1-4"": 32, ""23-0"": 11, ""23-4"": 6, ""3-3"": 19, ""17-5"": 5, ""0-4"": 14, ""23-5"": 14, ""23-3"": 8, ""22-1"": 8, ""22-4"": 8, ""20-0"": 14, ""4-1"": 8, ""4-3"": 9, ""4-2"": 5, ""17-4"": 1, ""4-4"": 10, ""15-5"": 1, ""22-3"": 6, ""5-1"": 1, ""22-0"": 7, ""16-0"": 1, ""5-2"": 2, ""13-2"": 1, ""12-2"": 1, ""16-5"": 5, ""15-4"": 1, ""16-6"": 3, ""5-4"": 1, ""5-6"": 2, ""5-3"": 1, ""4-0"": 1, ""6-5"": 1, ""8-1"": 1, ""9-6"": 1, ""5-5"": 2, ""8-6"": 1, ""17-2"": 1, ""17-6"": 1, ""16-3"": 1}",-112.0473809,33.469201,AZ,frCxZS7lPhEnQRJ3UY6m7A,4
[],Mediterranean,"Fast Food, Kosher, Restaurants, Breakfast & Brunch, Mediterranean, Chicken Wings, Middle Eastern",24,Chick-In,Tempe,"{""18-0"": 2, ""20-3"": 1, ""19-1"": 4, ""14-5"": 1, ""18-2"": 2, ""19-4"": 3, ""15-3"": 1, ""18-4"": 2, ""18-3"": 1, ""18-1"": 6, ""19-0"": 1, ""19-3"": 3, ""19-2"": 1, ""2-3"": 2, ""20-2"": 1, ""20-1"": 2, ""16-4"": 1, ""20-4"": 1, ""7-0"": 1}",-111.9360016,33.418531,AZ,fRNCVV9fS-_-oW5S6ZmK9w,4.5
